date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-08-11,30.1,22.2,37.8,0,,13,6.7,,1013.5,
2022-08-12,29.2,21.7,37.8,0,,91,9.3,,1011.9,
2022-08-13,29.5,22.2,38.9,0,,87,8.6,,1012.3,
2022-08-14,29,21.7,37.2,0,,85,8.2,,1011.3,
2022-08-15,29,21.7,36.7,0,,71,7.6,,1009.1,
2022-08-16,29.1,21.1,38.9,0,,59,8.1,,1008.4,
2022-08-17,28.6,22.2,36.1,0,,85,8.1,,1010.7,
2022-08-18,26.4,20.6,34.4,0,,74,8.2,,1011.2,
2022-08-19,26.4,20,36.1,0,,107,8,,1008,
2022-08-20,23.9,20,30,0,,127,10.2,,1010.1,
2022-08-21,23.4,18.9,30,0,,115,8.9,,1014.8,
2022-08-22,24.4,18.3,32.2,0,,101,9.3,,1013.3,
2022-08-23,26.1,20,36.1,0,,105,8.5,,1008.1,
2022-08-24,25.8,20.6,32.2,0,,129,9.4,,1009.8,
2022-08-25,27.3,22.2,34.4,0,,119,9.4,,1012.9,
2022-08-26,26.5,20.6,34.4,0,,92,8.3,,1012.2,
2022-08-27,24.2,19.4,31.1,0,,96,9.7,,1009.9,
2022-08-28,23.6,18.9,29.4,0,,98,9.3,,1009.4,
2022-08-29,24.8,18.9,33.3,0,,109,7.9,,1011,
2022-08-30,29,20.6,38.3,0,,339,5.1,,1011.9,
2022-08-31,33,23.9,43.3,0,,322,7.4,,1009.2,
2022-09-01,33.7,27.8,39.4,0,,81,10.7,,1006,
2022-09-02,32.1,25,39.4,0,,117,9.8,,1007.3,
2022-09-03,33.4,26.1,42.2,0,,13,4.6,,1009.2,
2022-09-04,33.8,27.2,42.8,0,,51,8.5,,1009.3,
2022-09-05,33.7,26.7,42.2,0,,84,7,,1006.8,
2022-09-06,32.1,25,40,0,,92,8.7,,1008.8,
2022-09-07,33.2,26.7,41.7,0,,357,5.5,,1011.7,
2022-09-08,31.2,26.7,36.7,0,,304,6.6,,1006.9,
2022-09-09,30.3,22.2,37.8,3.1,,102,9.3,,1000.9,
2022-09-10,24.5,21.7,27.8,2.3,,145,8.4,,1010.1,
2022-09-11,27.4,23.9,33.3,0,,129,8,,1014.1,
2022-09-12,26.6,22.8,31.7,0.6,,301,6.3,,1012.7,
2022-09-13,25.3,21.7,29.4,0,,123,11.4,,1010.1,
2022-09-14,23.7,20,28.9,0,,114,9.4,,1011,
2022-09-15,22.8,18.9,28.3,0,,102,7.1,,1012.7,
2022-09-16,22.8,17.8,28.9,0,,83,7.5,,1011.4,
2022-09-17,21.3,18.9,25.6,0,,124,7.8,,1008.6,
2022-09-18,21.5,18.9,25,0,,142,12.3,,1008.4,
2022-09-19,21.7,15.6,27.8,0,,345,5.9,,1010.1,
2022-09-20,22.1,17.8,28.3,0,,280,5.6,,1011.6,
2022-09-21,21.5,15.6,29.4,0,,293,5.8,,1012.7,
2022-09-22,24,15.6,32.8,0,,345,3.8,,1012.3,
2022-09-23,25.5,16.1,34.4,0,,35,4.5,,1012.1,
2022-09-24,27.8,20,35.6,0,,346,4,,1014.4,
2022-09-25,28.8,21.1,37.2,0,,344,3.7,,1013.6,
2022-09-26,29.5,22.2,38.3,0,,20,4.7,,1010.9,
2022-09-27,30.1,22.8,38.9,0,,42,4.7,,1010.1,
2022-09-28,29.1,22.2,38.3,0,,80,7.5,,1012,
2022-09-29,26.5,20.6,34.4,0,,46,5.5,,1012.9,
2022-09-30,22.4,19.4,28.9,0,,119,8.2,,1010.5,
2022-10-01,21.6,18.3,26.7,0,,114,8.9,,1010.3,
2022-10-02,22.1,18.3,30.6,0,,40,5.4,,1012.5,
2022-10-03,23.5,17.8,31.1,0,,38,4.1,,1013.2,
2022-10-04,24.5,18.3,32.8,0,,43,6.4,,1012.3,
2022-10-05,23.8,17.8,31.7,0,,56,6.9,,1013.4,
2022-10-06,22.5,19.4,29.4,0,,76,7.8,,1015.2,
2022-10-07,23.8,18.3,32.2,0,,40,6.5,,1015.7,
2022-10-08,24.6,18.3,33.3,0,,71,6.5,,1015.7,
2022-10-09,23.4,18.3,31.1,0,,96,7.9,,1014.9,
2022-10-10,21.1,17.8,28.9,0,,109,6,,1013.7,
2022-10-11,21.5,18.3,28.3,0,,112,8.8,,1014.5,
2022-10-12,22.1,18.9,30,0,,46,7.5,,1016.5,
2022-10-13,21.2,18.3,27.8,0,,92,6.8,,1014.1,
2022-10-14,20,18.3,25,0,,106,6,,1010.3,
2022-10-15,19.7,18.3,21.1,0,,125,7.8,,1011.5,
2022-10-16,19.7,16.7,23.9,0,,25,5,,1015.1,
2022-10-17,21.4,15,30.6,0,,28,3.5,,1014.8,
2022-10-18,25.3,16.7,35,0,,335,5.7,,1014.1,
2022-10-19,26.7,18.3,35,0,,347,5.3,,1014.6,
2022-10-20,26.1,20,33.9,0,,340,5.5,,1012.6,
2022-10-21,22.3,17.8,28.3,0,,108,8.8,,1011.2,
2022-10-22,19.1,16.7,21.7,0.7,,162,12.3,,1008.4,
2022-10-23,19.4,15.6,24.4,0.3,,16,13.7,,1009.8,
2022-10-24,20.1,16.1,26.7,0,,18,13.3,,1018.6,
2022-10-25,18.5,11.1,26.7,0,,25,5.1,,1017,
2022-10-26,17.8,11.7,25,0,,33,5.1,,1013.4,
2022-10-27,18.4,11.7,26.7,0,,358,3.1,,1015.3,
2022-10-28,19.1,11.7,26.7,0,,11,3.7,,1018.8,
2022-10-29,20.5,11.1,30,0,,11,6.3,,1017.5,
2022-10-30,21.4,12.8,31.1,0,,62,4.6,,1014,
2022-10-31,20.9,12.8,28.3,0,,69,5,,1011.3,
2022-11-01,18.2,15.6,22.2,0,,126,10.2,,1011.9,
2022-11-02,16,12.2,21.1,2.8,,324,9.6,,1014.8,
2022-11-03,13.1,8.9,16.7,0,,331,13.7,,1017.6,
2022-11-04,15.6,9.4,23.9,0,,348,6.5,,1022.6,
2022-11-05,15.6,8.9,23.9,0,,45,5.1,,1016,
2022-11-06,16.2,10,22.2,0,,93,6.1,,1012.2,
2022-11-07,15,12.8,17.2,4.7,,134,10.1,,1013.4,
2022-11-08,13.8,11.1,17.2,33.9,,158,12.4,,1010.3,
2022-11-09,12.9,9.4,17.8,0.3,,349,5.4,,1017,
2022-11-10,14.1,7.2,20.6,0,,22,5.1,,1018.5,
2022-11-11,14.9,8.3,22.2,0,,336,8.4,,1017.2,
2022-11-12,13.6,6.7,21.1,0,,20,4.6,,1016.1,
2022-11-13,14.2,7.8,21.1,0,,340,11.5,,1015.7,
2022-11-14,14.3,7.2,21.7,0,,9,3.4,,1018.6,
2022-11-15,15.8,7.2,22.8,0,,7,11.9,,1019.2,
2022-11-16,19.6,17.2,23.3,0,,6,32.1,,1022.8,
2022-11-17,18.7,11.1,24.4,0,,355,15.4,,1019.9,
2022-11-18,15.1,7.2,22.2,0,,35,5.6,,1014.3,
2022-11-19,18.4,15.6,22.2,0,,359,25.8,,1017.6,
2022-11-20,18.3,11.1,23.9,0,,339,18.2,,1020,
2022-11-21,15.5,8.3,23.9,0,,342,4.5,,1019,
2022-11-22,15.8,8.3,25,0,,359,3,,1017.4,
2022-11-23,15.6,7.8,25,0,,20,3.7,,1017.1,
2022-11-24,20.3,9.4,26.1,0,,2,23.1,,1020.8,
2022-11-25,17.5,10,25,0,,346,8.4,,1022.9,
2022-11-26,14.8,7.8,23.9,0,,18,3.3,,1018.2,
2022-11-27,14.9,7.2,24.4,0,,17,3.3,,1016.5,
2022-11-28,14.4,12.2,17.8,0,,71,5,,1012.5,
2022-11-29,13.4,9.4,18.9,0,,20,4.1,,1013.7,
2022-11-30,13.2,8.3,17.8,0,,135,8.1,,1015.2,
2022-12-01,12.7,11.1,14.4,2.1,,133,9.1,,1016.3,
2022-12-02,12.7,11.1,14.4,9.2,,57,6.4,,1019,
2022-12-03,15.8,10.6,22.2,0,,333,2.9,,1017.9,
2022-12-04,14.7,12.2,16.1,3,,352,3.5,,1018.5,
2022-12-05,13.8,10,17.2,0,,4,2.7,,1015.8,
2022-12-06,12.2,8.9,16.1,0,,50,4.6,,1016.5,
2022-12-07,11.1,6.7,16.1,0,,358,3.2,,1021.7,
2022-12-08,10.8,5.6,17.2,0,,320,3.2,,1023.9,
2022-12-09,10.9,5,17.2,0,,358,3.8,,1020,
2022-12-10,11.8,6.1,16.7,2.3,,71,8.9,,1018.4,
2022-12-11,12.4,7.8,15,13.5,,247,13.5,,1011.8,
2022-12-12,9.3,6.7,13.3,3.3,,346,6.1,,1011.7,
2022-12-13,9.7,4.4,15.6,0,,8,5.3,,1016.9,
2022-12-14,9.9,3.9,16.7,0,,337,2.4,,1020.7,
2022-12-15,11.5,5.6,16.7,0,,359,3.2,,1019.3,
2022-12-16,13.9,9.4,18.3,0,,352,15.2,,1018.6,
2022-12-17,12.5,7.8,18.3,0,,346,11.9,,1016.3,
2022-12-18,10.6,3.9,18.9,0,,355,3.2,,1015.4,
2022-12-19,10.7,2.8,19.4,0,,357,1.7,,1022.6,
2022-12-20,13.5,5.6,22.8,0,,338,4.5,,1022.7,
2022-12-21,18.4,10,24.4,0,,357,12,,1018.3,
2022-12-22,15.1,8.9,21.7,0,,355,1.9,,1017.4,
2022-12-23,14.3,7.8,22.2,0,,30,3.6,,1019.5,
2022-12-24,19.3,10,26.7,0,,353,15.1,,1022.1,
2022-12-25,19.8,12.2,28.3,0,,343,6.7,,1020.9,
2022-12-26,18.2,11.7,26.7,0,,345,1.3,,1018,
2022-12-27,14.4,12.2,17.8,14.8,,33,4.3,,1015.1,
2022-12-28,13.4,9.4,17.2,2.3,,39,4.2,,1012.4,
2022-12-29,13.1,12.2,14.4,2.5,,43,3.8,,1015,
2022-12-30,13.9,12.8,15.6,0.3,,82,5,,1018.2,
2022-12-31,14.3,13.3,15.6,14,,142,17.2,,1013.3,
2023-01-01,12.7,10.6,15.6,6.5,,311,9,,1007.1,
2023-01-02,10.9,8.9,13.3,2.9,,9,4.9,,1014.3,
2023-01-03,12.3,10,14.4,4.2,,88,8.3,,1016.7,
2023-01-04,14.5,13.9,16.1,23,,124,15.7,,1017.4,
2023-01-05,13.6,8.3,16.7,39.3,,172,12.3,,1017.3,
2023-01-06,12.1,6.7,20,0,,354,3.3,,1021.9,
2023-01-07,13.2,7.8,18.9,0,,354,2.2,,1020.3,
2023-01-08,13.6,7.8,18.9,0,,1,3.9,,1020.4,
2023-01-09,12.4,11.1,14.4,46.6,,122,15.4,,1018,
2023-01-10,12.7,10.6,15,9.7,,7,11.9,,1017,
2023-01-11,11.7,6.7,16.7,0,,357,1.7,,1022.4,
2023-01-12,15.2,11.1,18.9,0,,347,15.2,,1021.6,
2023-01-13,13.7,8.9,18.9,0,,347,1.4,,1019.5,
2023-01-14,11.6,10.6,12.8,35.7,,55,5.9,,1012.7,
2023-01-15,12,10,15,9.7,,111,7.1,,1009.3,
2023-01-16,11.8,7.8,14.4,7.9,,210,11.7,,1006.6,
2023-01-17,10,4.4,15,0,,341,11.6,,1012.5,
2023-01-18,10.3,3.3,16.7,0,,311,7.9,,1019.9,
2023-01-19,9.4,4.4,13.9,0.8,,13,9.4,,1019.2,
2023-01-20,11.5,8.3,17.8,0,,12,12.5,,1021.6,
2023-01-21,12.2,5,18.9,0,,356,8.7,,1024,
2023-01-22,10.4,3.3,18.9,0,,358,12.8,,1015.5,
2023-01-23,12.8,8.9,18.9,0,,1,18.4,,1016.9,
2023-01-24,12.9,7.2,20.6,0,,17,5.4,,1024,
2023-01-25,14.3,5.6,22.2,0,,3,9.9,,1024.1,
2023-01-26,17.2,11.7,21.1,0,,6,27.3,,1025.7,
2023-01-27,13.1,5.6,21.1,0,,27,4.4,,1018.8,
2023-01-28,11.4,4.4,17.2,0,,55,5.4,,1014.4,
2023-01-29,11.4,8.9,13.9,6.4,,160,11.6,,1012,
2023-01-30,11,8.9,14.4,6.2,,43,9.9,,1013.3,
2023-01-31,13.3,10,17.2,0,,4,24.8,,1017.7,
2023-02-01,14.4,9.4,22.2,0,,12,13,,1020.1,
2023-02-02,12.8,5,20,0,,352,2.8,,1024.7,
2023-02-03,14.3,8.9,21.7,0,,297,4.8,,1022,
2023-02-04,14.7,7.2,23.9,0,,340,3.5,,1020.2,
2023-02-05,14.4,11.7,18.9,1,,298,8.9,,1020.7,
2023-02-06,14.1,10,19.4,0,,345,21.5,,1022,
2023-02-07,17,12.8,22.2,0,,356,18.5,,1022.8,
2023-02-08,16.7,9.4,25,0,,10,3.5,,1022.4,
2023-02-09,19.7,11.7,26.7,0,,359,18.8,,1021.4,
2023-02-10,18.7,15,23.9,0,,331,14.1,,1018.3,
2023-02-11,11.6,7.2,15.6,0,,7,7.7,,1012,
2023-02-12,11.1,6.1,16.7,0,,29,6.5,,1011.2,
2023-02-13,12,6.7,17.2,0,,94,5.6,,1013.3,
2023-02-14,11.4,7.2,15,0.2,,335,12.9,,1011.4,
2023-02-15,10.5,5,16.7,0,,350,15.2,,1019.8,
2023-02-16,11.7,5.6,17.8,0,,350,6.7,,1022.6,
2023-02-17,12.6,6.1,19.4,0,,6,9.4,,1016.5,
2023-02-18,12.4,5.6,20,0,,351,3.5,,1015.6,
2023-02-19,12.6,5,21.7,0,,30,4.7,,1016.7,
2023-02-20,16,6.7,24.4,0,,322,5.3,,1016.5,
2023-02-21,13.3,9.4,18.3,0,,96,11.7,,1007.7,
2023-02-22,9,6.1,12.8,0.2,,269,10.8,,1008.6,
2023-02-23,7.6,6.1,10,8.1,,354,5.9,,1014.4,
2023-02-24,9.8,6.7,12.2,71,,134,26.2,,1012.4,
2023-02-25,7.5,5.6,9.4,40.5,,104,11.1,,1011.8,
2023-02-26,8.3,5.6,10.6,0,,26,6.8,,1019,
2023-02-27,8.9,7.2,10.6,4.9,,35,6.7,,1019.2,
2023-02-28,10.4,6.1,15,10.9,,179,7.8,,1015.5,
2023-03-01,9.7,8.3,12.8,13,,308,10.6,,1008.2,
2023-03-02,11.7,7.8,18.3,0,,27,11.2,,1016.8,
2023-03-03,11.3,5,18.3,0,,10,4.5,,1014.5,
2023-03-04,10.9,6.7,15.6,0,,8,6.6,,1014.3,
2023-03-05,10.9,8.3,14.4,1,,139,7.3,,1017.8,
2023-03-06,11.5,8.3,16.1,0,,345,4.7,,1019.7,
2023-03-07,11.7,6.1,17.2,0,,338,5.2,,1018.9,
2023-03-08,11.6,7.2,16.7,0,,21,4.9,,1019.4,
2023-03-09,14.3,7.2,21.1,0,,359,5,,1018.2,
2023-03-10,12.4,10,13.9,25.1,,114,10.7,,1016.8,
2023-03-11,15.5,13.9,17.8,3.4,,115,9.5,,1017.2,
2023-03-12,16.2,12.8,20.6,0,,67,6,,1018.9,
2023-03-13,15.6,11.7,20.6,0,,310,4.6,,1018.6,
2023-03-14,14,13.3,15,22.2,,125,10.7,,1015.8,
2023-03-15,15.1,12.2,18.9,27.7,,119,13.6,,1012.5,
2023-03-16,13.5,11.1,17.2,0,,59,5,,1016.2,
2023-03-17,14.4,6.7,22.2,0,,343,4.8,,1015.9,
2023-03-18,17.2,8.9,23.9,0,,6,4.3,,1015.8,
2023-03-19,14.6,11.7,16.7,2.2,,74,7.6,,1014,
2023-03-20,13.8,11.7,17.2,0.6,,190,8.6,,1012.2,
2023-03-21,11.3,8.9,15.6,40.8,,150,16.9,,1006.2,
2023-03-22,10.5,8.3,13.9,8.1,,128,10,,1015.4,
2023-03-23,12.3,9.4,15.6,0,,289,5.4,,1021.4,
2023-03-24,13.8,11.1,18.3,0,,340,26,,1022.3,
2023-03-25,13.5,9.4,19.4,0,,345,23.5,,1018.2,
2023-03-26,13.3,10,17.8,0,,346,23.9,,1018.9,
2023-03-27,15.5,10,22.2,0,,348,14.2,,1019.4,
2023-03-28,15.3,8.3,21.7,0,,30,8.2,,1016.7,
2023-03-29,11.7,8.3,16.1,9.2,,175,11.4,,1012.6,
2023-03-30,9.7,7.2,13.3,9.9,,74,6.4,,1014,
2023-03-31,12.1,5.6,18.9,0,,306,5.2,,1020.9,
2023-04-01,15.7,7.8,23.3,0,,331,5.3,,1018.7,
2023-04-02,14.5,8.9,20.6,0,,104,7.8,,1016.6,
2023-04-03,12.9,10.6,16.1,0,,3,22.9,,1013.2,
2023-04-04,12.3,8.3,16.7,0,,332,22,,1018.3,
2023-04-05,14.6,8.9,21.1,0,,295,10.4,,1018.3,
2023-04-06,17.2,10,24.4,0,,283,10.1,,1016.5,
2023-04-07,17.8,12.8,23.3,0,,342,5.7,,1015.8,
2023-04-08,17,11.1,22.8,0,,135,6.3,,1016.8,
2023-04-09,20.4,12.2,30,0,,10,2.6,,1017.3,
2023-04-10,20.9,13.9,29.4,0,,53,6.4,,1015.6,
2023-04-11,17.5,11.7,25,0,,98,7.7,,1014.1,
2023-04-12,14.1,12.8,16.1,0,,130,6.6,,1010.4,
2023-04-13,13.8,12.2,16.7,0.5,,134,10.3,,1008.8,
2023-04-14,14.4,11.7,18.3,0.2,,132,7.2,,1013.1,
2023-04-15,16,7.4,24.4,0,,35,6.1,,1017.6,
2023-04-16,16,11.1,23.3,0,,80,6.4,,1017,
2023-04-17,14.7,11.7,19.4,0,,154,8.3,,1013.6,
2023-04-18,15.3,12.8,19.4,0,,136,10.6,,1013.8,
2023-04-19,17.1,12.2,23.9,0,,335,20.9,,1016,
2023-04-20,22.1,13.9,29.4,0,,346,15.6,,1018.5,
2023-04-21,24.9,16.7,32.8,0,,334,7.2,,1017.2,
2023-04-22,25.6,19.4,31.7,0,,60,7.7,,1009.9,
2023-04-23,20.6,15,27.2,0,,100,10.5,,1008.1,
2023-04-24,18,13.9,24.4,0,,115,9.1,,1010.6,
2023-04-25,18.1,13.9,24.4,0,,101,7.7,,1011.5,
2023-04-26,22,13.3,32.8,0,,350,5.5,,1012.9,
2023-04-27,20.8,12.8,30,0,,86,6.7,,1012.2,
2023-04-28,19.7,12.8,28.3,0,,95,7.4,,1013.3,
2023-04-29,19.7,12.8,32.2,0,,109,7.9,,1014.4,
2023-04-30,16.7,13.3,23.3,0,,143,10.4,,1011.7,
2023-05-01,15.5,12.2,19.4,0.2,,156,14.8,,1009.4,
2023-05-02,14.1,10.6,18.9,0,,150,12.6,,1011.6,
2023-05-03,13.5,8.9,18.9,0,,189,9.3,,1011.4,
2023-05-04,13.6,11.1,16.7,14.4,,149,11,,1012.4,
2023-05-05,15.2,12.8,18.9,0,,188,6,,1016.5,
2023-05-06,15.5,10.6,21.1,0,,300,7.7,,1017.5,
2023-05-07,16.5,11.1,22.8,0,,81,6.3,,1017.2,
2023-05-08,18.1,12.8,23.9,0,,81,7,,1015.5,
2023-05-09,15.5,12.8,20,0,,144,10.1,,1014.4,
2023-05-10,16.1,11.7,21.7,0,,141,8.8,,1015.2,
2023-05-11,16.9,11.1,23,0,,112,6.9,,1014.7,
2023-05-12,19.1,12.8,27.2,0,,58,5.7,,1013,
2023-05-13,20.6,13.9,30,0,,65,7.6,,1010.1,
2023-05-14,19.8,15.6,30.6,0,,130,9.1,,1012.2,
2023-05-15,19.5,15.6,27.2,0,,119,7.8,,1016.2,
2023-05-16,20.4,15,28.9,0,,104,7.4,,1014.6,
2023-05-17,20.5,13.9,32.2,0,,126,9.2,,1011.3,
2023-05-18,19.1,15,25,0,,125,8.6,,1011.4,
2023-05-19,18.3,15,23.3,0,,133,8.9,,1015.5,
2023-05-20,20.8,16.1,27.8,0,,122,10.4,,1016.6,
2023-05-21,20.7,15.6,29.4,0,,110,8.9,,1014.4,
2023-05-22,19,15.6,25.6,0,,120,9,,1012.4,
2023-05-23,17.1,15,20.6,0,,148,9.7,,1012.9,
2023-05-24,17.3,15,21.1,0,,157,8,,1012.4,
2023-05-25,17,15,20.6,0,,149,9.1,,1011.3,
2023-05-26,17.1,14.4,20.6,0,,207,7.9,,1013.1,
2023-05-27,17.9,14.4,23.9,0,,126,7.3,,1013.3,
2023-05-28,17.1,14.4,20,0,,111,5.4,,1013,
2023-05-29,18.6,16.1,22.2,0,,177,7.6,,1013.8,
2023-05-30,17.6,15.6,20.6,0,,244,7.1,,1013.5,
2023-05-31,17,15,20.6,0,,111,6.8,,1011.9,
2023-06-01,17.2,15.6,19.4,0,,167,7.4,,1012.5,
2023-06-02,19.5,16.1,25,0,,352,7,,1013.5,
2023-06-03,19.3,13.9,26.1,0,,93,7.7,,1012.1,
2023-06-04,18.6,15,27.2,0,,141,8.8,,1010.9,
2023-06-05,16.1,15,17.8,0,,162,10.4,,1011.2,
2023-06-06,17.1,15,21.1,0,,160,9.3,,1011.7,
2023-06-07,17.3,15,21.7,0.6,,347,4.1,,1014.1,
2023-06-08,18.7,12.8,24.4,0,,335,7,,1015.2,
2023-06-09,17.7,15,22.2,0,,179,7.3,,1015.1,
2023-06-10,18.1,16.1,22.2,0,,136,6.9,,1011.9,
2023-06-11,17.5,16.1,19.4,0,,139,8.9,,1012.1,
2023-06-12,18.4,16.1,21.7,0,,298,7.2,,1015.6,
2023-06-13,19,15,23.9,0,,288,7.8,,1015.3,
2023-06-14,17.6,15,22.2,0,,131,7.5,,1012.9,
2023-06-15,18.5,16.1,21.1,0,,138,8.1,,1012.4,
2023-06-16,20.4,17.2,26.7,0,,106,6.8,,1013.6,
2023-06-17,22.7,15.6,31.1,0,,58,8,,1013,
2023-06-18,19.2,16.1,23.9,0,,129,10.3,,1011.8,
2023-06-19,19.2,16.7,23.9,0,,139,9.9,,1013,
2023-06-20,20.9,14.4,27.8,0,,94,7.9,,1014.2,
2023-06-21,22,15.6,28.9,0,,76,6.9,,1013.1,
2023-06-22,18.4,13.9,23.9,0,,128,11.3,,1013.4,
2023-06-23,19.3,13.9,25.6,0,,45,7.3,,1015.2,
2023-06-24,20.7,14.4,28.3,0,,134,8.2,,1015.4,
2023-06-25,20.1,14.4,27.2,0,,146,8.2,,1015.6,
2023-06-26,21.1,15,28.3,0,,87,8.2,,1012.4,
2023-06-27,21.7,15.6,28.9,0,,107,8.8,,1010.2,
2023-06-28,20.1,14.4,26.7,0,,109,9.7,,1011,
2023-06-29,21.3,15,30,0,,107,8.3,,1011.4,
2023-06-30,24.5,17.8,33.3,0,,85,7.1,,1010.6,
2023-07-01,24.9,17.2,35.6,0,,99,9.1,,1011,
2023-07-02,25.2,17.8,34.4,0,,98,8,,1011,
2023-07-03,25.2,18.3,33.3,0,,105,8.9,,1010.5,
2023-07-04,23.1,16.1,31.7,0,,130,11.6,,1011.8,
2023-07-05,22.6,15.6,32.2,0,,107,9.7,,1012.5,
2023-07-06,21.3,15.6,28.3,0,,113,9.9,,1011.5,
2023-07-07,20.9,15.6,27.8,0,,126,9.8,,1009.8,
2023-07-08,21.8,15.6,28.9,0,,117,9.9,,1009.4,
2023-07-09,22.4,16.1,30.6,0,,134,6.6,,1011.2,
2023-07-10,25.2,16.7,34.4,0,,89,7.4,,1011.6,
2023-07-11,27.3,18.9,36.1,0,,88,7,,1013.2,
2023-07-12,29.3,22.2,35.6,0,,77,7.6,,1013.5,
2023-07-13,28.8,22.2,36.7,0,,82,8.1,,1012.4,
2023-07-14,28.5,20,37.2,0,,96,7.3,,1010.1,
2023-07-15,28.5,21.7,37.2,0,,71,7.2,,1009.5,
2023-07-16,27.5,21.1,36.1,0,,95,9.4,,1010.8,
2023-07-17,28.8,22.8,37.2,0,,104,8.4,,1011.6,
2023-07-18,29.2,22.2,37.2,0,,69,7.7,,1012.6,
2023-07-19,29.3,22.2,37.8,0,,81,5.6,,1013.5,
2023-07-20,29.9,22.8,37.8,0,,94,7.7,,1012.8,
2023-07-21,28.6,22.8,35,0,,92,6.7,,1011.1,
2023-07-22,28.6,20.6,36.7,0,,109,8.5,,1009.6,
2023-07-23,26.5,20,36.1,0,,109,8.6,,1011.9,
2023-07-24,29.1,21.1,38.9,0,,106,8.7,,1013.6,
2023-07-25,30.6,22.8,39.4,0,,102,8.6,,1012.8,
2023-07-26,30.7,23.3,39.4,0,,74,6.7,,1011.9,
2023-07-27,30,23.3,38.9,0,,75,8.4,,1011.2,
2023-07-28,27.5,21.7,35.6,0,,88,7.4,,1011.7,
2023-07-29,28.6,21.7,36.7,0,,64,6,,1012.2,
2023-07-30,28.2,22.8,36.1,0,,103,8.6,,1011.1,
2023-07-31,28.5,23.3,36.7,0,,87,6.8,,1012.5,
2023-08-01,27.9,23.3,33.9,0,,69,6.4,,1014,
2023-08-02,26.9,21.1,34.4,0,,107,9.1,,1014.1,
2023-08-03,25,17.8,32.8,0,,107,8.2,,1013.7,
2023-08-04,24.5,17.2,32.8,0,,112,7.3,,1011.8,
2023-08-05,27.2,19.4,35.6,0,,103,7.5,,1010.5,
2023-08-06,27.3,19.4,37.2,0,,114,9.5,,1012.5,
2023-08-07,25.1,18.3,33.3,0,,123,10,,1015,
2023-08-08,24.5,18.3,32.2,0,,131,10.5,,1014.9,
2023-08-09,24.4,21.1,30,0,,126,9.8,,1012.9,
2023-08-10,23,20,28.3,0,,136,10.3,,1013.4,
2023-08-11,23.3,18.9,30,0,,114,9.5,,1013.9,
2023-08-12,24.9,18.9,31.1,0,,113,8.6,,1014.1,
2023-08-13,25.5,20,33.3,0,,116,9.4,,1012.7,
2023-08-14,26.5,19.4,36.1,0,,73,6.6,,1012.2,
2023-08-15,29.1,20,38.3,0,,4,5,,1012.8,
2023-08-16,30.9,23.3,40,0,,175,9.9,,1010.9,
2023-08-17,28.9,21.1,38.3,0,,42,6.1,,1009.5,
2023-08-18,26.5,19.4,36.1,0,,63,6.2,,1009.3,
2023-08-19,24.3,18.9,28.9,0,,75,6.6,,1009,
2023-08-20,23.3,20.6,26.1,86.2,,347,11.4,,1003.5,
2023-08-21,22.3,17.8,27.8,26.3,,133,11.9,,1014,
2023-08-22,25.2,18.9,32.2,0,,337,3.8,,1012.8,
2023-08-23,27.2,20.6,36.1,0,,9,5,,1010.8,
2023-08-24,24.9,20.6,32.2,0,,115,8.5,,1012.2,
2023-08-25,25.4,17.8,35,0,,70,5.8,,1012.3,
2023-08-26,27.2,18.3,36.1,0,,302,5.3,,1012.3,
2023-08-27,29.6,20.6,38.9,0,,301,5.6,,1011.1,
2023-08-28,31.7,22.8,41.1,0,,342,4,,1009.6,
2023-08-29,30.9,22.2,38.9,0,,4,4.3,,1009,
2023-08-30,28.8,21.7,36.7,0,,70,7.4,,1008.8,
2023-08-31,25.8,21.1,31.7,0,,70,6.8,,1008.4,
2023-09-01,23.2,20,27.8,0,,141,12.4,,1010.5,
2023-09-02,22.3,20,24.4,3.9,,159,9.6,,1015.1,
2023-09-03,22.5,20,26.1,0.5,,178,6.3,,1015,
2023-09-04,21.6,16.7,26.7,0,,49,5.4,,1011.6,
2023-09-05,21.5,17.8,25.6,0,,126,8.5,,1011.6,
2023-09-06,23.6,20,29.4,0,,355,5,,1012.8,
2023-09-07,24.3,16.7,30.6,0,,34,5,,1013.1,
2023-09-08,27.8,19.4,36.1,0,,6,3.3,,1014.6,
2023-09-09,30.1,23.9,37.2,0,,308,7,,1013.7,
2023-09-10,30.8,26.1,37.2,0.1,,321,7.6,,1011.9,
2023-09-11,27.1,23.9,32.2,0,,91,7.4,,1011.7,
2023-09-12,25.2,21.1,30,0,,90,7.7,,1011.7,
2023-09-13,22,18.9,27.2,0,,124,8.4,,1012.7,
2023-09-14,22,18.9,27.2,0,,119,8.4,,1012.8,
2023-09-15,21.1,18.3,27.2,0,,137,7.7,,1013.4,
2023-09-16,20.7,18.9,24.4,0,,150,8,,1013.9,
2023-09-17,21,18.9,23.3,0,,202,5,,1014.2,
2023-09-18,21.6,18.9,26.1,0,,115,5.7,,1013.9,
2023-09-19,20.8,16.1,27.2,0,,89,5.9,,1012.2,
2023-09-20,20.5,17.2,23.9,0,,130,6.7,,1011,
2023-09-21,20.3,17.2,23.9,0,,186,10.1,,1012.4,
