date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-09-22,19.4,15,23.3,0,,27,4.9,,1014.2,
2023-09-23,21.6,15.6,28.3,0,,35,4.3,,1014.5,
2023-09-24,22,16.1,30,0,,3,3.6,,1014.8,
2023-09-25,22,15.6,30.6,0,,5,4,,1015.8,
2023-09-26,23.1,15.6,32.2,0,,35,5.3,,1014.3,
2023-09-27,23.2,17.2,31.1,0,,47,5.1,,1011.2,
2023-09-28,21.1,17.8,27.2,0,,121,8.4,,1010.2,
2023-09-29,20.1,18.3,22.8,0,,173,7.9,,1010,
2023-09-30,19,16.1,21.7,0,,179,11.2,,1009.5,
2023-10-01,17.2,12.8,21.7,0,,48,6.1,,1011.4,
2023-10-02,18.2,12.2,25,0,,72,5.6,,1013.9,
2023-10-03,22.1,14.4,30.6,0,,349,4.5,,1012.7,
2023-10-04,25.8,16.1,34.4,0,,345,8.4,,1011.6,
2023-10-05,28.2,19.4,37.2,0,,332,5.6,,1012.8,
2023-10-06,28.6,19.4,37.2,0,,356,6.6,,1011.2,
2023-10-07,28.1,18.9,37.2,0,,356,3,,1010.3,
2023-10-08,27.1,20,36.1,0,,353,3.3,,1010.2,
2023-10-09,23.3,18.3,31.7,0,,57,5.5,,1008.9,
2023-10-10,19.7,16.1,25,0,,85,6.2,,1007.2,
2023-10-11,21.7,17.8,26.7,0,,353,16.8,,1004.3,
2023-10-12,22.1,15,31.1,0,,53,7.6,,1006.4,
2023-10-13,21.8,15,29.4,0,,49,4.7,,1011.3,
2023-10-14,22,15,30.6,0,,322,4.3,,1015.5,
2023-10-15,25,14.4,36.1,0,,343,4.4,,1015.5,
2023-10-16,25.1,15.6,35,0,,7,2.7,,1013.8,
2023-10-17,23.3,16.1,32.2,0,,28,4.3,,1011.3,
2023-10-18,25.4,15.6,37.8,0,,36,4.7,,1011.5,
2023-10-19,27.1,18.9,36.1,0,,343,3.8,,1012.4,
2023-10-20,27.5,19.4,36.7,0,,312,6,,1011,
2023-10-21,24.1,18.3,32.2,0,,30,4.5,,1009,
2023-10-22,19.8,14.4,24.4,0,,93,6.9,,1008.5,
2023-10-23,20.2,17.8,23.9,0,,103,9.1,,1006.8,
2023-10-24,18.8,14.4,26.1,0,,126,5.8,,1009.5,
2023-10-25,19.5,17.8,22.8,0,,137,8.9,,1014.4,
2023-10-26,19.3,16.1,24.4,0,,304,4.6,,1014.7,
2023-10-27,18.1,13.3,24.4,0,,334,4.4,,1014.9,
2023-10-28,18.1,11.7,26.1,0,,33,7.4,,1013.7,
2023-10-29,21.3,15.6,25,0,,7,30.5,,1016.5,
2023-10-30,22.3,14.4,27.2,0,,359,27.8,,1017,
2023-10-31,24.3,20,31.1,0,,353,18.5,,1016.3,
2023-11-01,22.6,14.4,30.6,0,,323,6.3,,1015.9,
2023-11-02,20.6,10.6,30.6,0,,337,3.6,,1016.9,
2023-11-03,20.5,11.7,31.7,0,,335,2.8,,1016.4,
2023-11-04,20.4,12.2,30,0,,10,2,,1016,
2023-11-05,20.2,12.8,30,0,,4,2.8,,1013.4,
2023-11-06,19.2,12.2,27.8,0,,16,4.3,,1012.9,
2023-11-07,18.8,15.6,22.8,0,,358,9.5,,1014.5,
2023-11-08,20,16.1,25,0,,355,20.6,,1017.5,
2023-11-09,21,17.8,26.1,0,,0,24.9,,1017.1,
2023-11-10,17.5,10,26.1,0,,346,2,,1016.1,
2023-11-11,19.1,9.4,28.9,0,,351,5.3,,1016.7,
2023-11-12,19.4,9.4,29.4,0,,343,2.8,,1015.3,
2023-11-13,17.1,11.1,25.6,0,,8,5.1,,1015.3,
2023-11-14,17.3,8.3,27.2,0,,0,3.5,,1014.8,
2023-11-15,15.3,11.1,20,8.3,,44,6.5,,1013.6,
2023-11-16,18.2,15.6,23.3,0,,45,4.2,,1015.1,
2023-11-17,17.9,12.2,23.9,1.1,,57,6.1,,1014.5,
2023-11-18,18.2,16.7,22.2,6.5,,160,7.4,,1016.3,
2023-11-19,17.3,13.9,21.1,0.2,,329,18.8,,1017.6,
2023-11-20,20,16.1,25,0,,356,33.2,,1019,
2023-11-21,21.1,17.8,25.6,0,,346,28.1,,1023.2,
2023-11-22,20.7,15,27.2,0,,343,9.3,,1017.5,
2023-11-23,17.2,11.7,23.3,0,,73,6.2,,1009.4,
2023-11-24,16.2,12.2,21.7,0,,349,4,,1011.9,
2023-11-25,14.9,7.8,20.6,0,,351,10.9,,1016.4,
2023-11-26,16.4,12.8,21.7,0,,4,13.2,,1017,
2023-11-27,16.3,10.6,22.8,0,,346,6.4,,1017.6,
2023-11-28,15.4,9.4,23.3,0,,354,3.1,,1018.8,
2023-11-29,13.9,7.8,18.3,0,,314,4.1,,1014.6,
2023-11-30,14.3,10,20,0,,343,5.1,,1012.7,
2023-12-01,15.6,12.2,19.4,0,,344,27.1,,1015.6,
2023-12-02,14.6,8.9,20.6,0,,10,6.1,,1020.6,
2023-12-03,14.2,6.7,22.2,0,,9,3.1,,1021.2,
2023-12-04,18.3,10,27.8,0,,340,6,,1018.8,
2023-12-05,20.5,12.2,28.9,0,,337,6,,1018.4,
2023-12-06,17,11.7,26.1,0,,29,4.4,,1017.3,
2023-12-07,14.5,9.4,20.6,0,,359,14.9,,1017,
2023-12-08,15.8,11.1,21.7,0,,5,14.7,,1016.4,
2023-12-09,16.6,14.4,20,0,,354,32.5,,1021.5,
2023-12-10,17.2,11.1,22.2,0,,345,23.9,,1019.7,
2023-12-11,14.5,8.3,24.4,0,,5,1.5,,1013.1,
2023-12-12,12.6,6.1,21.1,0,,7,2,,1011.8,
2023-12-13,13.7,6.1,22.2,0,,6,6.6,,1015.8,
2023-12-14,14.4,6.1,22.8,0,,336,6.2,,1020.2,
2023-12-15,16.9,9.4,23.9,0,,325,9.3,,1019.5,
2023-12-16,17.5,9.4,25.6,0,,328,9.2,,1017.4,
2023-12-17,20,14.4,25,0,,345,7.3,,1015.4,
2023-12-18,16.3,13.9,20.6,0,,354,4.4,,1014,
2023-12-19,14.9,13.3,17.8,10.2,,48,5.9,,1012.1,
2023-12-20,14.8,14.4,16.7,27.5,,130,13.2,,1011.1,
2023-12-21,15.1,13.9,17.2,54,,82,9.8,,1013.7,
2023-12-22,14.9,10.6,17.8,14,,356,8.4,,1011.9,
2023-12-23,12.9,8.3,18.3,0,,21,2.5,,1015.8,
2023-12-24,13.2,10,18.9,0,,351,2.7,,1019.8,
2023-12-25,12.6,6.7,20,0,,358,2.2,,1020.5,
2023-12-26,14.1,8.9,21.1,0,,0,2.5,,1019.8,
2023-12-27,13.7,8.9,20,0,,354,3.5,,1020.5,
2023-12-28,12.7,8.3,19.4,0,,357,1.1,,1020.6,
2023-12-29,13.1,8.9,19.4,0,,29,3.6,,1018.8,
2023-12-30,13,8.9,16.7,14.8,,354,5.5,,1017.9,
2023-12-31,11.2,6.5,14.4,0,,23,3.7,,1018.8,
2024-01-01,12.3,7.2,18.3,0,,3,4.4,,1018.1,
